"","SampleName","Reef","Site","Habitat","Pale","Group","Well","Temperature","T1_Fm","T2_PAR1","T2_PAR2","T2_PAR3","T2_PAR4","T2_PAR5","T2_PAR6","T2_PAR7","T2_PAR8","T2_PAR9","T2_PAR10","T2_PAR11","T2_PAR12","T2_PAR13","T2_PAR14","T2_PAR15","T2_ETR1","T2_ETR2","T2_ETR3","T2_ETR4","T2_ETR5","T2_ETR6","T2_ETR7","T2_ETR8","T2_ETR9","T2_ETR10","T2_ETR11","T2_ETR12","T2_ETR13","T2_ETR14","T2_ETR15","T2_QY_Lss1","T2_QY_Lss2","T2_QY_Lss3","T2_QY_Lss4","T2_QY_Lss5","T2_QY_Lss6","T2_QY_Lss7","T2_QY_Lss8","T2_QY_Lss9","T2_QY_Lss10","T2_QY_Lss11","T2_QY_Lss12","T2_QY_Lss13","T2_QY_Lss14","T2_QY_Lss15","T2_NPQ_Lss1","T2_NPQ_Lss2","T2_NPQ_Lss3","T2_NPQ_Lss4","T2_NPQ_Lss5","T2_NPQ_Lss6","T2_NPQ_Lss7","T2_NPQ_Lss8","T2_NPQ_Lss9","T2_NPQ_Lss10","T2_NPQ_Lss11","T2_NPQ_Lss12","T2_NPQ_Lss13","T2_NPQ_Lss14","T2_NPQ_Lss15","T3_Fv/Fm_Lss1","T3_Fm","T3_QY_max"
"427","MO S15","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",1,24.5,6201.16,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,15.5935,43.8277,66.2935,83.4037,95.3856,104.9143,109.1346,114.2866,114.6198,115.1173,113.1859,112.6848,107.8078,105.4142,99.697,0.66,0.61,0.55,0.5,0.44,0.4,0.35,0.32,0.28,0.25,0.22,0.2,0.18,0.16,0.14,0.02,0.05,0.06,0.11,0.2,0.33,0.5,0.69,0.89,1.08,1.27,1.44,1.62,1.74,1.87,0.61,4974.71,0.62
"428","MO S15","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",2,29.5,7753.7,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,15.3973,43.0961,64.8937,81.3324,93.002,102.1547,105.2225,106.941,109.6992,106.7994,106.3424,106.1293,104.6767,110.7197,93.5919,0.65,0.6,0.54,0.48,0.43,0.39,0.34,0.3,0.27,0.23,0.21,0.19,0.17,0.17,0.13,0.02,0.06,0.08,0.16,0.29,0.45,0.66,0.89,1.09,1.29,1.48,1.64,1.78,1.87,2.04,0.59,5941.47,0.6
"429","MO S15","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",3,31.5,6889.82,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,15.3642,43.4746,66.621,84.431,99.5343,109.853,118.8146,121.1536,123.9003,123.4674,116.6969,116.8463,116.8455,106.281,108.6472,0.65,0.6,0.55,0.5,0.46,0.41,0.38,0.34,0.3,0.27,0.23,0.21,0.19,0.16,0.16,0.02,0.06,0.08,0.15,0.25,0.39,0.53,0.73,0.93,1.15,1.39,1.59,1.75,1.91,2.05,0.61,5460.62,0.62
"430","MO S15","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",4,34.5,6467.27,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,15.0672,41.9322,63.9297,81.5121,97.3744,107.82,113.3918,118.3149,120.7357,121.964,122.8428,117.6263,109.3284,102.7396,102.5833,0.64,0.58,0.53,0.48,0.45,0.41,0.36,0.33,0.29,0.27,0.24,0.21,0.18,0.16,0.15,0.03,0.08,0.13,0.23,0.35,0.52,0.71,0.9,1.12,1.32,1.49,1.65,1.82,1.97,2.06,0.57,4737.65,0.59
"431","MO S15","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",5,35.75,6879.88,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,14.6501,39.1872,59.0972,74.5728,85.8825,93.6785,95.5693,98.0252,95.2683,93.5667,90.0003,95.2107,78.8366,75.9464,79.4072,0.62,0.55,0.49,0.44,0.4,0.35,0.31,0.27,0.23,0.2,0.18,0.17,0.13,0.12,0.11,0.04,0.13,0.22,0.37,0.56,0.77,1.01,1.23,1.44,1.63,1.81,1.9,2.07,2.17,2.19,0.48,4690.91,0.49
"432","MO S15","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",6,37,4917.64,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,11.4268,21.0098,22.6546,24.9244,24.908,20.9583,22.9821,16.7024,20.9353,15.1651,15.2852,14.6262,15.9352,7.1236,7.6113,0.48,0.29,0.19,0.15,0.11,0.08,0.07,0.05,0.05,0.03,0.03,0.03,0.03,0.01,0.01,0.14,0.32,0.41,0.42,0.42,0.43,0.42,0.46,0.46,0.51,0.55,0.58,0.63,0.69,0.74,0.28,2647.01,0.28
"433","MO S1","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",1,24.5,5776.08,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,15.3271,42.7118,65.231,85.2249,98.3518,110.5838,113.2035,119.2051,122.2909,126.4643,141.6675,149.8797,125.5124,98.6525,111.5917,0.65,0.59,0.54,0.51,0.45,0.42,0.36,0.33,0.3,0.28,0.28,0.27,0.21,0.15,0.16,0.01,0.07,0.12,0.16,0.39,0.42,0.62,0.83,1.03,1.23,1.43,1.57,1.74,1.97,2,0.6,4954.64,0.61
"434","MO S1","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",2,29.5,6779.52,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,15.1456,41.8337,63.7963,84.3748,97.1024,108.1511,110.6751,116.4389,112.903,117.272,128.6301,129.6926,113.4281,93.7118,106.0697,0.64,0.58,0.53,0.5,0.45,0.41,0.35,0.32,0.28,0.26,0.25,0.23,0.19,0.14,0.15,0.02,0.08,0.13,0.17,0.35,0.44,0.65,0.85,1.09,1.3,1.47,1.64,1.8,1.97,2.03,0.59,5652.88,0.59
"435","MO S1","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",3,31.5,6394.72,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,15.0304,41.0007,60.0444,78.3384,89.944,101.8486,101.9652,106.5629,103.7005,111.7545,135.3743,146.416,120.0614,73.586,92.7896,0.64,0.57,0.5,0.47,0.42,0.38,0.33,0.29,0.25,0.24,0.27,0.26,0.2,0.11,0.13,0.02,0.07,0.18,0.25,0.52,0.55,0.77,0.95,1.16,1.34,1.45,1.58,1.72,1.96,1.94,0.59,5382.08,0.59
"436","MO S1","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",4,34.5,6285.59,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,14.3594,37.5528,56.4208,76.5925,89.0521,102.956,103.4742,108.7669,107.4385,110.6821,137.4485,137.0326,107.5763,72.1282,91.0141,0.61,0.52,0.47,0.45,0.41,0.39,0.33,0.3,0.26,0.24,0.27,0.25,0.18,0.11,0.13,0.03,0.14,0.24,0.29,0.58,0.57,0.82,1.01,1.24,1.47,1.61,1.8,1.97,2.17,2.2,0.54,4320.75,0.55
"437","MO S1","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",5,35.75,6799.18,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,13.4985,32.0939,42.7185,55.3862,58.333,62.3938,55.7731,59.6399,56.6565,62.0534,95.8475,98.0658,68.2522,38.9089,60.9846,0.57,0.45,0.36,0.33,0.27,0.24,0.18,0.17,0.14,0.14,0.19,0.18,0.11,0.06,0.09,0.06,0.24,0.51,0.68,1.09,1.13,1.41,1.54,1.68,1.83,1.81,1.92,2.01,2.11,2.03,0.45,4948.89,0.45
"438","MO S1","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",6,37,5717.56,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,10.0715,18.4126,20.1464,24.8122,30.444,24.1765,20.8068,15.751,12.5521,20.1714,51.4924,49.3033,24.087,-7.7747,0.3084,0.43,0.26,0.17,0.15,0.14,0.09,0.07,0.04,0.03,0.04,0.1,0.09,0.04,-0.01,0,0.11,0.24,0.35,0.34,0.41,0.36,0.38,0.4,0.41,0.42,0.41,0.43,0.46,0.53,0.54,0.32,3731.14,0.32
"439","MO S2","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",1,24.5,5455.93,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,15.5209,44.1318,66.9586,86.8889,102.7562,115.1751,116.7677,124.3569,120.7735,123.5246,154.1405,151.2397,121.0248,100.8491,100.9513,0.66,0.61,0.56,0.52,0.47,0.43,0.37,0.34,0.29,0.27,0.3,0.27,0.2,0.15,0.14,0.01,0.07,0.13,0.17,0.42,0.46,0.69,0.9,1.17,1.41,1.54,1.75,1.98,2.16,2.25,0.58,4435.62,0.6
"440","MO S2","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",2,29.5,6445.54,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,15.0137,42.234,64.0245,84.0175,97.0146,111.1389,114.4545,122.6998,124.4864,126.428,141.782,145.684,127.877,108.6566,114.7623,0.63,0.59,0.53,0.5,0.45,0.42,0.37,0.34,0.3,0.28,0.28,0.26,0.21,0.17,0.16,0.03,0.09,0.16,0.23,0.47,0.53,0.74,0.89,1.09,1.29,1.44,1.6,1.75,1.92,1.98,0.57,4998.43,0.59
"441","MO S2","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",3,31.5,7815.43,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,14.7373,41.3349,62.1261,79.9813,90.4271,103.4425,106.1767,110.8038,109.5184,113.426,119.4439,125.7013,110.0408,86.4141,96.1468,0.62,0.57,0.52,0.47,0.42,0.39,0.34,0.31,0.27,0.25,0.24,0.23,0.18,0.13,0.14,0.03,0.08,0.18,0.31,0.58,0.67,0.89,1.08,1.29,1.48,1.65,1.77,1.9,2.07,2.1,0.55,5724.12,0.57
"442","MO S2","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",4,34.5,6587.16,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,14.8467,40.581,58.9952,78.4605,87.0149,99.0029,101.0292,108.8938,104.5516,111.4474,132.0023,137.7654,115.7128,75.0238,90.5041,0.63,0.56,0.49,0.47,0.4,0.37,0.32,0.3,0.26,0.24,0.26,0.25,0.19,0.12,0.13,0.06,0.15,0.37,0.52,0.93,0.96,1.23,1.4,1.62,1.83,1.92,2.05,2.16,2.4,2.34,0.5,4429.89,0.51
"443","MO S2","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",5,35.75,5554.14,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,12.1959,26.6428,33.0333,43.8914,50.6915,52.5783,44.3816,46.5554,39.0599,49.5437,88.6568,91.3197,52.3909,-2.2594,21.166,0.52,0.37,0.27,0.26,0.23,0.2,0.14,0.13,0.1,0.11,0.18,0.16,0.09,0,0.03,0.19,0.57,0.97,1.11,1.47,1.38,1.53,1.55,1.6,1.57,1.47,1.43,1.36,1.37,1.24,0.41,3818.15,0.41
"444","MO S2","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",6,37,5080.99,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,12.2593,18.5089,16.9621,17.5448,17.681,16.9596,6.8409,11.0227,2.8221,13.1467,47.3703,58.8886,27.6866,-11.2353,15.7785,0.52,0.26,0.14,0.1,0.08,0.06,0.02,0.03,0.01,0.03,0.09,0.11,0.05,-0.02,0.02,0.07,0.14,0.18,0.15,0.26,0.17,0.23,0.25,0.32,0.39,0.42,0.5,0.58,0.71,0.74,0.25,2790.01,0.25
"445","MO S3","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",1,24.5,5127.47,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,15.6878,44.2879,64.92,82.3144,92.1287,104.5129,106.2996,116.9017,111.3839,121.6294,132.5945,137.0804,122.9325,98.7586,105.4117,0.66,0.62,0.54,0.49,0.43,0.39,0.34,0.32,0.27,0.27,0.26,0.25,0.2,0.15,0.15,0.02,0.05,0.15,0.27,0.56,0.66,0.91,1.09,1.33,1.51,1.63,1.79,1.95,2.15,2.21,0.62,4225.52,0.63
"446","MO S3","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",2,29.5,5758.35,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,15.3822,43.2884,65.4884,85.5454,97.2368,110.5472,115.3196,125.115,125.309,131.3191,144.4869,139.4155,123.3805,105.2117,114.5519,0.65,0.6,0.55,0.51,0.45,0.42,0.37,0.35,0.31,0.29,0.29,0.25,0.2,0.16,0.16,0.03,0.08,0.17,0.26,0.53,0.64,0.87,1.05,1.27,1.45,1.63,1.83,2.01,2.21,2.31,0.59,4553.55,0.61
"447","MO S3","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",3,31.5,7032.6,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,15.1598,42.2511,63.852,82.4908,96.7343,107.6482,109.03,114.5645,116.6961,120.1516,142.6722,140.9875,118.7999,100.0107,106.631,0.64,0.59,0.53,0.49,0.45,0.41,0.35,0.32,0.28,0.26,0.28,0.25,0.2,0.15,0.15,0.04,0.12,0.24,0.38,0.7,0.81,1.08,1.26,1.47,1.68,1.77,1.96,2.11,2.28,2.3,0.57,5245.21,0.59
"448","MO S3","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",4,34.5,6822.56,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,14.8228,40.6262,60.237,76.8123,87.9921,98.2665,104.7024,110.4551,110.7116,115.5201,129.3403,128.2565,109.1222,98.0781,95.7264,0.63,0.57,0.5,0.46,0.41,0.37,0.33,0.31,0.27,0.25,0.26,0.23,0.18,0.15,0.14,0.05,0.16,0.34,0.53,0.83,0.95,1.14,1.3,1.5,1.67,1.78,1.94,2.1,2.25,2.32,0.54,4495.15,0.56
"449","MO S3","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",5,35.75,4751.74,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,13.466,32.183,44.6572,54.6278,58.9224,63.4108,63.096,60.0339,57.5899,64.4538,80.2097,78.1949,61.8507,23.7462,37.8106,0.57,0.45,0.37,0.32,0.27,0.24,0.2,0.17,0.14,0.14,0.16,0.14,0.1,0.04,0.05,0.13,0.45,0.77,1.05,1.5,1.61,1.88,2.09,2.24,2.36,2.34,2.41,2.4,2.45,2.25,0.45,3165.07,0.45
"450","MO S3","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",6,37,4495.13,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,11.562,21.8387,24.63,28.7848,24.6193,32.709,21.9015,22.7149,18.6016,26.8163,44.5114,60.4355,32.2997,-11.6825,19.8061,0.49,0.3,0.2,0.17,0.11,0.12,0.07,0.06,0.05,0.06,0.09,0.11,0.05,-0.02,0.03,0.21,0.5,0.71,0.72,0.87,0.66,0.67,0.62,0.62,0.61,0.61,0.6,0.64,0.77,0.74,0.3,2590.58,0.31
"451","MO S4","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",1,24.5,5563.81,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,15.6042,43.1126,64.0527,80.647,90.2317,103.4705,101.3506,107.5857,105.1398,114.966,130.237,142.1121,119.0895,85.4395,95.4919,0.66,0.6,0.53,0.48,0.42,0.39,0.32,0.3,0.26,0.25,0.26,0.26,0.2,0.13,0.14,0,0.03,0.07,0.07,0.26,0.23,0.4,0.54,0.72,0.88,1.05,1.18,1.34,1.55,1.61,0.63,4294.24,0.63
"452","MO S4","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",2,29.5,6682.23,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,14.9539,41.6012,63.1278,79.7344,94.4855,103.0043,105.6068,107.2306,110.103,110.3041,128.4926,135.7799,109.9877,90.6779,97.8369,0.63,0.58,0.53,0.47,0.44,0.39,0.34,0.3,0.27,0.24,0.25,0.24,0.18,0.14,0.14,0.01,0.05,0.09,0.14,0.3,0.38,0.56,0.74,0.92,1.11,1.27,1.41,1.58,1.78,1.84,0.6,5616.76,0.6
"453","MO S4","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",3,31.5,7147.43,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,14.7574,40.7931,62.9763,81.5584,96.8147,106.834,110.6707,114.4638,117.0545,121.1632,138.242,134.8761,120.8853,98.8205,109.084,0.62,0.57,0.52,0.48,0.45,0.4,0.35,0.32,0.29,0.26,0.27,0.24,0.2,0.15,0.16,0.01,0.07,0.11,0.17,0.35,0.44,0.64,0.85,1.04,1.23,1.38,1.57,1.7,1.9,1.96,0.6,5918.4,0.6
"454","MO S4","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",4,34.5,7358.62,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,14.4269,39.1306,59.2525,76.74,87.2787,97.4344,100.8086,105.509,105.7824,111.2912,118.0262,121.6272,108.232,89.2349,94.9703,0.61,0.54,0.49,0.46,0.4,0.37,0.32,0.29,0.26,0.24,0.23,0.22,0.18,0.14,0.14,0.02,0.08,0.16,0.24,0.46,0.57,0.78,0.95,1.14,1.3,1.46,1.59,1.71,1.89,1.96,0.55,5353.92,0.56
"455","MO S4","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",5,35.75,5839.03,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,13.4865,32.7885,46.3499,60.4663,71.342,74.5547,71.1188,71.156,69.3483,79.1338,111.4829,118.8175,73.7167,35.4415,51.929,0.57,0.46,0.39,0.36,0.33,0.28,0.23,0.2,0.17,0.17,0.22,0.21,0.12,0.05,0.07,0.03,0.17,0.34,0.45,0.84,0.84,1.08,1.28,1.48,1.6,1.73,1.84,1.92,2.05,2,0.48,4697.7,0.48
"456","MO S4","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",6,37,4736.03,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,11.6259,20.6777,21.5578,25.19,17.8899,26.3766,23.1706,23.464,23.4436,27.8769,26.6844,40.5235,20.7551,7.9266,25.4626,0.49,0.29,0.18,0.15,0.08,0.1,0.07,0.06,0.06,0.06,0.05,0.07,0.03,0.01,0.04,0.03,0.13,0.24,0.2,0.31,0.26,0.28,0.28,0.32,0.33,0.31,0.32,0.37,0.36,0.35,0.36,3706.55,0.36
"457","MO S16","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",1,24.5,6319.47,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,15.2885,42.2332,61.6108,72.7056,80.1228,88.6642,88.6395,91.149,95.3534,97.4911,94.8776,97.1465,95.3571,87.6068,87.3561,0.65,0.59,0.51,0.43,0.37,0.33,0.28,0.25,0.23,0.21,0.19,0.18,0.16,0.13,0.12,0.01,0.03,0.04,0.11,0.24,0.38,0.57,0.75,0.9,1.07,1.23,1.37,1.52,1.69,1.83,0.64,5170.28,0.64
"458","MO S16","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",2,29.5,7330.13,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,15.2789,42.41,61.439,72.3324,78.7409,81.2336,84.0079,84.9444,85.4912,89.5377,88.293,83.9132,80.1196,77.7583,71.013,0.65,0.59,0.51,0.43,0.36,0.31,0.27,0.24,0.21,0.2,0.17,0.15,0.13,0.12,0.1,0.01,0.02,0.04,0.15,0.34,0.58,0.8,1.03,1.22,1.38,1.54,1.7,1.84,1.94,2.05,0.62,5735.8,0.63
"459","MO S16","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",3,31.5,5762.22,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,14.822,40.6554,61.7259,73.4274,82.6371,86.9939,88.2166,90.5612,99.4532,88.745,90.8849,89.8348,83.9069,83.8704,91.8494,0.63,0.57,0.51,0.44,0.38,0.33,0.28,0.25,0.24,0.19,0.18,0.16,0.14,0.13,0.13,0.01,0.04,0.05,0.15,0.33,0.57,0.8,1.02,1.22,1.48,1.64,1.81,1.96,2.07,2.16,0.62,4566.85,0.62
"460","MO S16","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",4,34.5,6799.36,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,14.3491,39.6203,59.9333,74.083,82.6896,88.9853,92.152,92.7487,90.7087,93.4809,94.2977,97.6886,86.5086,81.0738,75.7945,0.61,0.55,0.5,0.44,0.38,0.34,0.29,0.26,0.22,0.2,0.19,0.18,0.14,0.12,0.11,0.02,0.06,0.1,0.21,0.4,0.63,0.89,1.15,1.37,1.54,1.68,1.84,1.97,2.09,2.15,0.53,4075.1,0.54
"461","MO S16","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",5,35.75,6596.73,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,13.1223,33.3762,46.4376,51.6472,54.7893,57.9048,54.4625,55.372,56.9975,52.4181,56.4951,47.5576,41.6698,40.0426,55.2624,0.55,0.46,0.39,0.31,0.25,0.22,0.17,0.15,0.14,0.11,0.11,0.09,0.07,0.06,0.08,0.05,0.17,0.38,0.64,0.92,1.14,1.37,1.48,1.58,1.69,1.71,1.78,1.81,1.83,1.84,0.38,4291.4,0.38
"462","MO S16","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",6,37,4772.68,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,9.0502,10.8421,10.6328,7.5731,9.85,7.7479,9.1818,9.4136,3.1653,9.4891,12.4446,19.0816,16.6271,28.4555,33.9693,0.38,0.15,0.09,0.04,0.05,0.03,0.03,0.03,0.01,0.02,0.02,0.03,0.03,0.04,0.05,0.02,0.07,0.08,0.11,0.12,0.16,0.19,0.24,0.3,0.34,0.39,0.43,0.48,0.52,0.78,0.2,2145.82,0.2
"463","MO S17","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",1,24.5,4617.5,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,15.4896,42.9975,66.7304,85.3163,99.3909,110.5781,115.8899,122.7204,123.1404,117.7444,126.6448,121.9099,117.2529,113.9648,105.8191,0.65,0.6,0.56,0.51,0.46,0.42,0.37,0.34,0.3,0.26,0.25,0.22,0.19,0.18,0.15,0.01,0.05,0.07,0.12,0.19,0.31,0.47,0.63,0.81,1.03,1.17,1.37,1.51,1.67,1.8,0.66,3704.23,0.65
"464","MO S17","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",2,29.5,6483.57,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,15.019,41.6866,64.9646,83.8552,99.5099,109.7675,114.7525,116.9902,115.9367,118.8753,113.3008,116.173,110.9549,110.4421,116.6592,0.63,0.58,0.54,0.5,0.46,0.41,0.37,0.32,0.28,0.26,0.22,0.21,0.18,0.17,0.17,0.02,0.06,0.09,0.13,0.22,0.35,0.55,0.77,1.01,1.2,1.41,1.58,1.73,1.87,1.95,0.65,5257.18,0.66
"465","MO S17","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",3,31.5,5756.5,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,14.5973,38.4454,58.6097,76.2307,89.3986,99.0998,107.1597,110.469,113.6408,121.979,115.7901,118.1246,115.6623,114.5593,116.1058,0.62,0.53,0.49,0.45,0.41,0.37,0.34,0.31,0.28,0.27,0.23,0.21,0.19,0.18,0.17,0.03,0.08,0.13,0.18,0.26,0.37,0.5,0.66,0.83,0.99,1.16,1.31,1.45,1.59,1.67,0.64,4294.68,0.64
"466","MO S17","Opal Reef","Mojo","Lower slope",FALSE,"Opal Mojo slope",4,34.5,6627.38,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,13.7079,34.6187,54.0168,70.9662,88.0597,98.2673,104.1965,109.3036,112.5545,109.3164,107.9519,108.3176,94.8443,97.4364,84.8571,0.58,0.48,0.45,0.42,0.41,0.37,0.33,0.3,0.27,0.24,0.21,0.2,0.16,0.15,0.12,0.03,0.11,0.15,0.19,0.23,0.32,0.46,0.61,0.77,0.96,1.13,1.3,1.46,1.58,1.7,0.56,4367.66,0.58
